image,label,fold
/home/fang/Square_Task/squares/train/b/342.png,1,2
/home/fang/Square_Task/squares/train/a/272.png,0,3
/home/fang/Square_Task/squares/train/c/404.jpg,2,0
/home/fang/Square_Task/squares/train/c/204.bmp,2,1
/home/fang/Square_Task/squares/train/a/189.bmp,0,2
/home/fang/Square_Task/squares/train/b/276.png,1,3
/home/fang/Square_Task/squares/train/c/366.jpg,2,0
/home/fang/Square_Task/squares/train/a/339.jpg,0,1
/home/fang/Square_Task/squares/train/c/68.png,2,2
/home/fang/Square_Task/squares/train/b/272.png,1,3
/home/fang/Square_Task/squares/train/a/108.jpg,0,0
/home/fang/Square_Task/squares/train/a/22.bmp,0,1
/home/fang/Square_Task/squares/train/c/373.jpg,2,2
/home/fang/Square_Task/squares/train/b/64.bmp,1,3
/home/fang/Square_Task/squares/train/c/237.png,2,0
/home/fang/Square_Task/squares/train/a/383.png,0,1
/home/fang/Square_Task/squares/train/b/306.png,1,2
/home/fang/Square_Task/squares/train/a/414.png,0,3
/home/fang/Square_Task/squares/train/c/427.bmp,2,0
/home/fang/Square_Task/squares/train/c/236.bmp,2,1
/home/fang/Square_Task/squares/train/b/7.png,1,2
/home/fang/Square_Task/squares/train/a/47.png,0,3
/home/fang/Square_Task/squares/train/a/428.bmp,0,0
/home/fang/Square_Task/squares/train/b/201.png,1,1
/home/fang/Square_Task/squares/train/a/491.bmp,0,2
/home/fang/Square_Task/squares/train/a/167.png,0,3
/home/fang/Square_Task/squares/train/c/53.png,2,0
/home/fang/Square_Task/squares/train/a/156.bmp,0,1
/home/fang/Square_Task/squares/train/c/148.jpg,2,2
/home/fang/Square_Task/squares/train/c/491.bmp,2,3
/home/fang/Square_Task/squares/train/b/62.png,1,0
/home/fang/Square_Task/squares/train/a/229.png,0,1
/home/fang/Square_Task/squares/train/b/27.jpg,1,2
/home/fang/Square_Task/squares/train/c/391.png,2,3
/home/fang/Square_Task/squares/train/a/385.png,0,0
/home/fang/Square_Task/squares/train/b/289.png,1,1
/home/fang/Square_Task/squares/train/c/162.png,2,2
/home/fang/Square_Task/squares/train/b/442.jpg,1,3
/home/fang/Square_Task/squares/train/a/300.jpg,0,0
/home/fang/Square_Task/squares/train/c/245.png,2,1
/home/fang/Square_Task/squares/train/b/383.png,1,2
/home/fang/Square_Task/squares/train/b/28.jpg,1,3
/home/fang/Square_Task/squares/train/b/12.bmp,1,0
/home/fang/Square_Task/squares/train/b/486.png,1,1
/home/fang/Square_Task/squares/train/c/38.bmp,2,2
/home/fang/Square_Task/squares/train/c/200.jpg,2,3
/home/fang/Square_Task/squares/train/a/217.bmp,0,0
/home/fang/Square_Task/squares/train/b/153.bmp,1,1
/home/fang/Square_Task/squares/train/b/270.bmp,1,2
/home/fang/Square_Task/squares/train/c/399.jpg,2,3
/home/fang/Square_Task/squares/train/b/208.png,1,0
/home/fang/Square_Task/squares/train/a/406.bmp,0,1
/home/fang/Square_Task/squares/train/a/235.png,0,2
/home/fang/Square_Task/squares/train/a/209.png,0,3
/home/fang/Square_Task/squares/train/c/158.jpg,2,0
/home/fang/Square_Task/squares/train/a/304.jpg,0,1
/home/fang/Square_Task/squares/train/c/16.bmp,2,2
/home/fang/Square_Task/squares/train/b/463.bmp,1,3
/home/fang/Square_Task/squares/train/a/228.jpg,0,0
/home/fang/Square_Task/squares/train/c/318.png,2,1
/home/fang/Square_Task/squares/train/b/155.png,1,2
/home/fang/Square_Task/squares/train/a/77.bmp,0,3
/home/fang/Square_Task/squares/train/b/399.jpg,1,0
/home/fang/Square_Task/squares/train/a/498.png,0,1
/home/fang/Square_Task/squares/train/c/119.jpg,2,2
/home/fang/Square_Task/squares/train/b/98.png,1,3
/home/fang/Square_Task/squares/train/c/169.bmp,2,0
/home/fang/Square_Task/squares/train/a/377.jpg,0,1
/home/fang/Square_Task/squares/train/a/85.png,0,2
/home/fang/Square_Task/squares/train/b/493.jpg,1,3
/home/fang/Square_Task/squares/train/c/143.png,2,0
/home/fang/Square_Task/squares/train/c/171.bmp,2,1
/home/fang/Square_Task/squares/train/b/231.bmp,1,2
/home/fang/Square_Task/squares/train/a/490.bmp,0,3
/home/fang/Square_Task/squares/train/a/497.jpg,0,0
/home/fang/Square_Task/squares/train/a/109.jpg,0,1
/home/fang/Square_Task/squares/train/b/417.bmp,1,2
/home/fang/Square_Task/squares/train/a/279.png,0,3
/home/fang/Square_Task/squares/train/b/394.png,1,0
/home/fang/Square_Task/squares/train/a/289.png,0,1
/home/fang/Square_Task/squares/train/a/461.png,0,2
/home/fang/Square_Task/squares/train/c/131.bmp,2,3
/home/fang/Square_Task/squares/train/a/206.bmp,0,0
/home/fang/Square_Task/squares/train/b/171.bmp,1,1
/home/fang/Square_Task/squares/train/c/483.bmp,2,2
/home/fang/Square_Task/squares/train/c/30.png,2,3
/home/fang/Square_Task/squares/train/b/182.bmp,1,0
/home/fang/Square_Task/squares/train/c/121.jpg,2,1
/home/fang/Square_Task/squares/train/b/184.bmp,1,2
/home/fang/Square_Task/squares/train/b/368.jpg,1,3
/home/fang/Square_Task/squares/train/b/44.jpg,1,0
/home/fang/Square_Task/squares/train/c/310.jpg,2,1
/home/fang/Square_Task/squares/train/a/294.bmp,0,2
/home/fang/Square_Task/squares/train/b/490.bmp,1,3
/home/fang/Square_Task/squares/train/a/354.jpg,0,0
/home/fang/Square_Task/squares/train/b/33.jpg,1,1
/home/fang/Square_Task/squares/train/c/122.png,2,2
/home/fang/Square_Task/squares/train/c/455.bmp,2,3
/home/fang/Square_Task/squares/train/a/310.jpg,0,0
/home/fang/Square_Task/squares/train/b/76.bmp,1,1
/home/fang/Square_Task/squares/train/a/241.jpg,0,2
/home/fang/Square_Task/squares/train/a/364.jpg,0,3
/home/fang/Square_Task/squares/train/b/281.jpg,1,0
/home/fang/Square_Task/squares/train/b/41.bmp,1,1
/home/fang/Square_Task/squares/train/b/89.bmp,1,2
/home/fang/Square_Task/squares/train/c/224.png,2,3
/home/fang/Square_Task/squares/train/b/287.png,1,0
/home/fang/Square_Task/squares/train/c/132.bmp,2,1
/home/fang/Square_Task/squares/train/a/338.bmp,0,2
/home/fang/Square_Task/squares/train/b/147.jpg,1,3
/home/fang/Square_Task/squares/train/b/244.jpg,1,0
/home/fang/Square_Task/squares/train/b/183.jpg,1,1
/home/fang/Square_Task/squares/train/c/105.png,2,2
/home/fang/Square_Task/squares/train/b/78.png,1,3
/home/fang/Square_Task/squares/train/b/185.png,1,0
/home/fang/Square_Task/squares/train/c/479.bmp,2,1
/home/fang/Square_Task/squares/train/a/368.jpg,0,2
/home/fang/Square_Task/squares/train/c/217.bmp,2,3
/home/fang/Square_Task/squares/train/b/156.bmp,1,0
/home/fang/Square_Task/squares/train/b/84.png,1,1
/home/fang/Square_Task/squares/train/c/69.bmp,2,2
/home/fang/Square_Task/squares/train/a/33.jpg,0,3
/home/fang/Square_Task/squares/train/a/332.bmp,0,0
/home/fang/Square_Task/squares/train/c/454.jpg,2,1
/home/fang/Square_Task/squares/train/b/377.jpg,1,2
/home/fang/Square_Task/squares/train/c/433.bmp,2,3
/home/fang/Square_Task/squares/train/a/140.png,0,0
/home/fang/Square_Task/squares/train/b/492.jpg,1,1
/home/fang/Square_Task/squares/train/b/87.jpg,1,2
/home/fang/Square_Task/squares/train/c/298.bmp,2,3
/home/fang/Square_Task/squares/train/b/175.png,1,0
/home/fang/Square_Task/squares/train/b/460.bmp,1,1
/home/fang/Square_Task/squares/train/c/344.png,2,2
/home/fang/Square_Task/squares/train/a/105.png,0,3
/home/fang/Square_Task/squares/train/c/261.png,2,0
/home/fang/Square_Task/squares/train/a/350.jpg,0,1
/home/fang/Square_Task/squares/train/c/371.jpg,2,2
/home/fang/Square_Task/squares/train/c/336.bmp,2,3
/home/fang/Square_Task/squares/train/b/3.bmp,1,0
/home/fang/Square_Task/squares/train/a/392.jpg,0,1
/home/fang/Square_Task/squares/train/a/32.bmp,0,2
/home/fang/Square_Task/squares/train/b/160.png,1,3
/home/fang/Square_Task/squares/train/c/359.jpg,2,0
/home/fang/Square_Task/squares/train/b/380.jpg,1,1
/home/fang/Square_Task/squares/train/b/345.bmp,1,2
/home/fang/Square_Task/squares/train/b/361.png,1,3
/home/fang/Square_Task/squares/train/a/441.png,0,0
/home/fang/Square_Task/squares/train/b/178.png,1,1
/home/fang/Square_Task/squares/train/c/80.jpg,2,2
/home/fang/Square_Task/squares/train/c/300.jpg,2,3
/home/fang/Square_Task/squares/train/a/346.bmp,0,0
/home/fang/Square_Task/squares/train/c/223.jpg,2,1
/home/fang/Square_Task/squares/train/c/88.jpg,2,2
/home/fang/Square_Task/squares/train/c/440.jpg,2,3
/home/fang/Square_Task/squares/train/b/200.jpg,1,0
/home/fang/Square_Task/squares/train/a/437.png,0,1
/home/fang/Square_Task/squares/train/b/143.png,1,2
/home/fang/Square_Task/squares/train/b/124.jpg,1,3
/home/fang/Square_Task/squares/train/c/125.jpg,2,0
/home/fang/Square_Task/squares/train/c/398.bmp,2,1
/home/fang/Square_Task/squares/train/a/393.png,0,2
/home/fang/Square_Task/squares/train/a/481.jpg,0,3
/home/fang/Square_Task/squares/train/b/423.jpg,1,0
/home/fang/Square_Task/squares/train/c/226.jpg,2,1
/home/fang/Square_Task/squares/train/b/217.bmp,1,2
/home/fang/Square_Task/squares/train/b/228.jpg,1,3
/home/fang/Square_Task/squares/train/a/126.jpg,0,0
/home/fang/Square_Task/squares/train/a/81.jpg,0,1
/home/fang/Square_Task/squares/train/a/188.png,0,2
/home/fang/Square_Task/squares/train/b/224.png,1,3
/home/fang/Square_Task/squares/train/a/243.png,0,0
/home/fang/Square_Task/squares/train/c/263.bmp,2,1
/home/fang/Square_Task/squares/train/a/43.png,0,2
/home/fang/Square_Task/squares/train/c/260.jpg,2,3
/home/fang/Square_Task/squares/train/b/164.bmp,1,0
/home/fang/Square_Task/squares/train/c/213.png,2,1
/home/fang/Square_Task/squares/train/b/315.png,1,2
/home/fang/Square_Task/squares/train/c/316.jpg,2,3
/home/fang/Square_Task/squares/train/a/11.png,0,0
/home/fang/Square_Task/squares/train/a/431.bmp,0,1
/home/fang/Square_Task/squares/train/b/162.png,1,2
/home/fang/Square_Task/squares/train/a/5.jpg,0,3
/home/fang/Square_Task/squares/train/a/131.bmp,0,0
/home/fang/Square_Task/squares/train/b/206.bmp,1,1
/home/fang/Square_Task/squares/train/b/211.png,1,2
/home/fang/Square_Task/squares/train/b/37.bmp,1,3
/home/fang/Square_Task/squares/train/a/128.jpg,0,0
/home/fang/Square_Task/squares/train/a/221.png,0,1
/home/fang/Square_Task/squares/train/a/218.bmp,0,2
/home/fang/Square_Task/squares/train/c/304.jpg,2,3
/home/fang/Square_Task/squares/train/a/90.png,0,0
/home/fang/Square_Task/squares/train/a/132.bmp,0,1
/home/fang/Square_Task/squares/train/a/384.png,0,2
/home/fang/Square_Task/squares/train/a/413.bmp,0,3
/home/fang/Square_Task/squares/train/a/389.png,0,0
/home/fang/Square_Task/squares/train/b/267.bmp,1,1
/home/fang/Square_Task/squares/train/b/249.png,1,2
/home/fang/Square_Task/squares/train/c/33.jpg,2,3
/home/fang/Square_Task/squares/train/c/250.jpg,2,0
/home/fang/Square_Task/squares/train/c/120.png,2,1
/home/fang/Square_Task/squares/train/b/207.bmp,1,2
/home/fang/Square_Task/squares/train/c/495.bmp,2,3
/home/fang/Square_Task/squares/train/a/475.png,0,0
/home/fang/Square_Task/squares/train/b/22.bmp,1,1
/home/fang/Square_Task/squares/train/a/396.jpg,0,2
/home/fang/Square_Task/squares/train/a/104.png,0,3
/home/fang/Square_Task/squares/train/c/389.png,2,0
/home/fang/Square_Task/squares/train/c/272.png,2,1
/home/fang/Square_Task/squares/train/c/317.jpg,2,2
/home/fang/Square_Task/squares/train/b/61.bmp,1,3
/home/fang/Square_Task/squares/train/c/72.png,2,0
/home/fang/Square_Task/squares/train/a/155.png,0,1
/home/fang/Square_Task/squares/train/a/287.png,0,2
/home/fang/Square_Task/squares/train/a/12.bmp,0,3
/home/fang/Square_Task/squares/train/b/414.png,1,0
/home/fang/Square_Task/squares/train/c/193.png,2,1
/home/fang/Square_Task/squares/train/b/9.jpg,1,2
/home/fang/Square_Task/squares/train/c/137.bmp,2,3
/home/fang/Square_Task/squares/train/a/388.bmp,0,0
/home/fang/Square_Task/squares/train/a/150.bmp,0,1
/home/fang/Square_Task/squares/train/c/332.bmp,2,2
/home/fang/Square_Task/squares/train/c/407.png,2,3
/home/fang/Square_Task/squares/train/b/74.jpg,1,0
/home/fang/Square_Task/squares/train/a/265.png,0,1
/home/fang/Square_Task/squares/train/a/322.bmp,0,2
/home/fang/Square_Task/squares/train/a/48.jpg,0,3
/home/fang/Square_Task/squares/train/c/274.jpg,2,0
/home/fang/Square_Task/squares/train/c/302.png,2,1
/home/fang/Square_Task/squares/train/b/435.png,1,2
/home/fang/Square_Task/squares/train/b/115.jpg,1,3
/home/fang/Square_Task/squares/train/b/341.jpg,1,0
/home/fang/Square_Task/squares/train/c/94.bmp,2,1
/home/fang/Square_Task/squares/train/c/434.jpg,2,2
/home/fang/Square_Task/squares/train/a/94.bmp,0,3
/home/fang/Square_Task/squares/train/c/253.png,2,0
/home/fang/Square_Task/squares/train/c/107.jpg,2,1
/home/fang/Square_Task/squares/train/a/479.bmp,0,2
/home/fang/Square_Task/squares/train/c/372.png,2,3
/home/fang/Square_Task/squares/train/b/469.png,1,0
/home/fang/Square_Task/squares/train/c/84.png,2,1
/home/fang/Square_Task/squares/train/c/412.png,2,2
/home/fang/Square_Task/squares/train/c/215.bmp,2,3
/home/fang/Square_Task/squares/train/a/485.png,0,0
/home/fang/Square_Task/squares/train/c/176.bmp,2,1
/home/fang/Square_Task/squares/train/a/226.jpg,0,2
/home/fang/Square_Task/squares/train/b/471.jpg,1,3
/home/fang/Square_Task/squares/train/c/252.bmp,2,0
/home/fang/Square_Task/squares/train/b/339.jpg,1,1
/home/fang/Square_Task/squares/train/c/488.jpg,2,2
/home/fang/Square_Task/squares/train/a/203.jpg,0,3
/home/fang/Square_Task/squares/train/c/333.bmp,2,0
/home/fang/Square_Task/squares/train/c/190.bmp,2,1
/home/fang/Square_Task/squares/train/a/78.png,0,2
/home/fang/Square_Task/squares/train/a/429.png,0,3
/home/fang/Square_Task/squares/train/a/31.jpg,0,0
/home/fang/Square_Task/squares/train/b/145.png,1,1
/home/fang/Square_Task/squares/train/b/210.bmp,1,2
/home/fang/Square_Task/squares/train/b/218.bmp,1,3
/home/fang/Square_Task/squares/train/c/351.png,2,0
/home/fang/Square_Task/squares/train/b/30.png,1,1
/home/fang/Square_Task/squares/train/b/277.bmp,1,2
/home/fang/Square_Task/squares/train/c/445.jpg,2,3
/home/fang/Square_Task/squares/train/b/366.jpg,1,0
/home/fang/Square_Task/squares/train/a/192.jpg,0,1
/home/fang/Square_Task/squares/train/b/245.png,1,2
/home/fang/Square_Task/squares/train/a/331.jpg,0,3
/home/fang/Square_Task/squares/train/a/477.jpg,0,0
/home/fang/Square_Task/squares/train/c/324.png,2,1
/home/fang/Square_Task/squares/train/a/16.bmp,0,2
/home/fang/Square_Task/squares/train/b/68.png,1,3
/home/fang/Square_Task/squares/train/b/331.jpg,1,0
/home/fang/Square_Task/squares/train/c/63.bmp,2,1
/home/fang/Square_Task/squares/train/a/130.jpg,0,2
/home/fang/Square_Task/squares/train/b/441.png,1,3
/home/fang/Square_Task/squares/train/b/360.bmp,1,0
/home/fang/Square_Task/squares/train/c/118.png,2,1
/home/fang/Square_Task/squares/train/a/405.jpg,0,2
/home/fang/Square_Task/squares/train/a/204.bmp,0,3
/home/fang/Square_Task/squares/train/b/43.png,1,0
/home/fang/Square_Task/squares/train/c/139.jpg,2,1
/home/fang/Square_Task/squares/train/b/69.bmp,1,2
/home/fang/Square_Task/squares/train/c/485.png,2,3
/home/fang/Square_Task/squares/train/a/495.bmp,0,0
/home/fang/Square_Task/squares/train/c/437.png,2,1
/home/fang/Square_Task/squares/train/c/294.bmp,2,2
/home/fang/Square_Task/squares/train/b/154.jpg,1,3
/home/fang/Square_Task/squares/train/a/73.png,0,0
/home/fang/Square_Task/squares/train/b/410.bmp,1,1
/home/fang/Square_Task/squares/train/b/464.png,1,2
/home/fang/Square_Task/squares/train/c/374.png,2,3
/home/fang/Square_Task/squares/train/c/3.bmp,2,0
/home/fang/Square_Task/squares/train/a/308.bmp,0,1
/home/fang/Square_Task/squares/train/a/58.png,0,2
/home/fang/Square_Task/squares/train/b/449.bmp,1,3
/home/fang/Square_Task/squares/train/a/258.jpg,0,0
/home/fang/Square_Task/squares/train/c/186.jpg,2,1
/home/fang/Square_Task/squares/train/b/336.bmp,1,2
/home/fang/Square_Task/squares/train/a/100.png,0,3
/home/fang/Square_Task/squares/train/b/482.png,1,0
/home/fang/Square_Task/squares/train/c/292.png,2,1
/home/fang/Square_Task/squares/train/c/79.png,2,2
/home/fang/Square_Task/squares/train/b/280.png,1,3
/home/fang/Square_Task/squares/train/a/439.bmp,0,0
/home/fang/Square_Task/squares/train/b/57.png,1,1
/home/fang/Square_Task/squares/train/b/466.png,1,2
/home/fang/Square_Task/squares/train/b/246.jpg,1,3
/home/fang/Square_Task/squares/train/b/411.png,1,0
/home/fang/Square_Task/squares/train/b/125.jpg,1,1
/home/fang/Square_Task/squares/train/a/386.png,0,2
/home/fang/Square_Task/squares/train/c/356.bmp,2,3
/home/fang/Square_Task/squares/train/a/162.png,0,0
/home/fang/Square_Task/squares/train/b/427.bmp,1,1
/home/fang/Square_Task/squares/train/a/52.png,0,2
/home/fang/Square_Task/squares/train/c/280.png,2,3
/home/fang/Square_Task/squares/train/a/260.jpg,0,0
/home/fang/Square_Task/squares/train/b/170.bmp,1,1
/home/fang/Square_Task/squares/train/c/341.jpg,2,2
/home/fang/Square_Task/squares/train/c/275.png,2,3
/home/fang/Square_Task/squares/train/a/494.png,0,0
/home/fang/Square_Task/squares/train/b/353.bmp,1,1
/home/fang/Square_Task/squares/train/a/280.png,0,2
/home/fang/Square_Task/squares/train/a/283.bmp,0,3
/home/fang/Square_Task/squares/train/b/369.png,1,0
/home/fang/Square_Task/squares/train/a/213.png,0,1
/home/fang/Square_Task/squares/train/b/116.jpg,1,2
/home/fang/Square_Task/squares/train/c/421.jpg,2,3
/home/fang/Square_Task/squares/train/b/158.jpg,1,0
/home/fang/Square_Task/squares/train/c/428.bmp,2,1
/home/fang/Square_Task/squares/train/a/125.jpg,0,2
/home/fang/Square_Task/squares/train/a/40.bmp,0,3
/home/fang/Square_Task/squares/train/c/426.jpg,2,0
/home/fang/Square_Task/squares/train/c/422.bmp,2,1
/home/fang/Square_Task/squares/train/c/497.jpg,2,2
/home/fang/Square_Task/squares/train/c/48.jpg,2,3
/home/fang/Square_Task/squares/train/c/326.png,2,0
/home/fang/Square_Task/squares/train/c/244.jpg,2,1
/home/fang/Square_Task/squares/train/b/278.jpg,1,2
/home/fang/Square_Task/squares/train/b/440.jpg,1,3
/home/fang/Square_Task/squares/train/b/430.png,1,0
/home/fang/Square_Task/squares/train/b/54.bmp,1,1
/home/fang/Square_Task/squares/train/a/448.jpg,0,2
/home/fang/Square_Task/squares/train/b/181.png,1,3
/home/fang/Square_Task/squares/train/b/318.png,1,0
/home/fang/Square_Task/squares/train/b/497.jpg,1,1
/home/fang/Square_Task/squares/train/a/160.png,0,2
/home/fang/Square_Task/squares/train/a/373.jpg,0,3
/home/fang/Square_Task/squares/train/c/230.bmp,2,0
/home/fang/Square_Task/squares/train/a/196.bmp,0,1
/home/fang/Square_Task/squares/train/b/190.bmp,1,2
/home/fang/Square_Task/squares/train/b/294.bmp,1,3
/home/fang/Square_Task/squares/train/a/348.jpg,0,0
/home/fang/Square_Task/squares/train/b/462.jpg,1,1
/home/fang/Square_Task/squares/train/b/198.jpg,1,2
/home/fang/Square_Task/squares/train/c/96.bmp,2,3
/home/fang/Square_Task/squares/train/c/417.bmp,2,0
/home/fang/Square_Task/squares/train/a/111.png,0,1
/home/fang/Square_Task/squares/train/b/371.jpg,1,2
/home/fang/Square_Task/squares/train/a/98.png,0,3
/home/fang/Square_Task/squares/train/a/207.bmp,0,0
/home/fang/Square_Task/squares/train/c/99.bmp,2,1
/home/fang/Square_Task/squares/train/c/154.jpg,2,2
/home/fang/Square_Task/squares/train/a/464.png,0,3
/home/fang/Square_Task/squares/train/c/354.jpg,2,0
/home/fang/Square_Task/squares/train/a/198.jpg,0,1
/home/fang/Square_Task/squares/train/a/353.bmp,0,2
/home/fang/Square_Task/squares/train/b/132.bmp,1,3
/home/fang/Square_Task/squares/train/c/375.png,2,0
/home/fang/Square_Task/squares/train/b/349.png,1,1
/home/fang/Square_Task/squares/train/c/305.png,2,2
/home/fang/Square_Task/squares/train/b/38.bmp,1,3
/home/fang/Square_Task/squares/train/b/268.jpg,1,0
/home/fang/Square_Task/squares/train/a/83.bmp,0,1
/home/fang/Square_Task/squares/train/a/120.png,0,2
/home/fang/Square_Task/squares/train/c/264.png,2,3
/home/fang/Square_Task/squares/train/a/380.jpg,0,0
/home/fang/Square_Task/squares/train/c/181.png,2,1
/home/fang/Square_Task/squares/train/a/174.png,0,2
/home/fang/Square_Task/squares/train/c/405.jpg,2,3
/home/fang/Square_Task/squares/train/a/337.bmp,0,0
/home/fang/Square_Task/squares/train/c/45.bmp,2,1
/home/fang/Square_Task/squares/train/b/472.bmp,1,2
/home/fang/Square_Task/squares/train/a/193.png,0,3
/home/fang/Square_Task/squares/train/c/50.bmp,2,0
/home/fang/Square_Task/squares/train/b/424.bmp,1,1
/home/fang/Square_Task/squares/train/b/119.jpg,1,2
/home/fang/Square_Task/squares/train/b/409.png,1,3
/home/fang/Square_Task/squares/train/a/451.bmp,0,0
/home/fang/Square_Task/squares/train/b/26.jpg,1,1
/home/fang/Square_Task/squares/train/a/53.png,0,2
/home/fang/Square_Task/squares/train/c/81.jpg,2,3
/home/fang/Square_Task/squares/train/c/92.bmp,2,0
/home/fang/Square_Task/squares/train/c/4.bmp,2,1
/home/fang/Square_Task/squares/train/c/465.bmp,2,2
/home/fang/Square_Task/squares/train/c/386.png,2,3
/home/fang/Square_Task/squares/train/a/208.png,0,0
/home/fang/Square_Task/squares/train/c/109.jpg,2,1
/home/fang/Square_Task/squares/train/c/66.bmp,2,2
/home/fang/Square_Task/squares/train/c/103.jpg,2,3
/home/fang/Square_Task/squares/train/b/429.png,1,0
/home/fang/Square_Task/squares/train/c/34.jpg,2,1
/home/fang/Square_Task/squares/train/a/165.jpg,0,2
/home/fang/Square_Task/squares/train/c/161.png,2,3
/home/fang/Square_Task/squares/train/b/2.bmp,1,0
/home/fang/Square_Task/squares/train/a/36.jpg,0,1
/home/fang/Square_Task/squares/train/a/470.bmp,0,2
/home/fang/Square_Task/squares/train/c/207.bmp,2,3
/home/fang/Square_Task/squares/train/b/103.jpg,1,0
/home/fang/Square_Task/squares/train/a/288.bmp,0,1
/home/fang/Square_Task/squares/train/a/179.bmp,0,2
/home/fang/Square_Task/squares/train/c/128.jpg,2,3
/home/fang/Square_Task/squares/train/b/405.jpg,1,0
/home/fang/Square_Task/squares/train/a/252.bmp,0,1
/home/fang/Square_Task/squares/train/c/126.jpg,2,2
/home/fang/Square_Task/squares/train/c/138.png,2,3
/home/fang/Square_Task/squares/train/b/401.png,1,0
/home/fang/Square_Task/squares/train/a/261.png,0,1
/home/fang/Square_Task/squares/train/a/317.jpg,0,2
/home/fang/Square_Task/squares/train/c/243.png,2,3
/home/fang/Square_Task/squares/train/b/146.bmp,1,0
/home/fang/Square_Task/squares/train/b/438.jpg,1,1
/home/fang/Square_Task/squares/train/a/14.jpg,0,2
/home/fang/Square_Task/squares/train/b/42.bmp,1,3
/home/fang/Square_Task/squares/train/b/99.bmp,1,0
/home/fang/Square_Task/squares/train/b/444.jpg,1,1
/home/fang/Square_Task/squares/train/c/449.bmp,2,2
/home/fang/Square_Task/squares/train/b/35.png,1,3
/home/fang/Square_Task/squares/train/b/102.jpg,1,0
/home/fang/Square_Task/squares/train/c/355.bmp,2,1
/home/fang/Square_Task/squares/train/c/31.jpg,2,2
/home/fang/Square_Task/squares/train/b/29.png,1,3
/home/fang/Square_Task/squares/train/a/395.jpg,0,0
/home/fang/Square_Task/squares/train/b/24.bmp,1,1
/home/fang/Square_Task/squares/train/c/436.bmp,2,2
/home/fang/Square_Task/squares/train/b/265.png,1,3
/home/fang/Square_Task/squares/train/c/15.bmp,2,0
/home/fang/Square_Task/squares/train/c/290.jpg,2,1
/home/fang/Square_Task/squares/train/a/424.bmp,0,2
/home/fang/Square_Task/squares/train/a/172.bmp,0,3
/home/fang/Square_Task/squares/train/b/432.png,1,0
/home/fang/Square_Task/squares/train/a/168.png,0,1
/home/fang/Square_Task/squares/train/b/293.bmp,1,2
/home/fang/Square_Task/squares/train/b/150.bmp,1,3
/home/fang/Square_Task/squares/train/b/20.jpg,1,0
/home/fang/Square_Task/squares/train/b/398.bmp,1,1
/home/fang/Square_Task/squares/train/a/457.jpg,0,2
/home/fang/Square_Task/squares/train/c/166.jpg,2,3
/home/fang/Square_Task/squares/train/b/258.jpg,1,0
/home/fang/Square_Task/squares/train/a/394.png,0,1
/home/fang/Square_Task/squares/train/a/70.jpg,0,2
/home/fang/Square_Task/squares/train/c/364.jpg,2,3
/home/fang/Square_Task/squares/train/c/78.png,2,0
/home/fang/Square_Task/squares/train/c/285.jpg,2,1
/home/fang/Square_Task/squares/train/a/276.png,0,2
/home/fang/Square_Task/squares/train/c/419.png,2,3
/home/fang/Square_Task/squares/train/a/311.bmp,0,0
/home/fang/Square_Task/squares/train/a/305.png,0,1
/home/fang/Square_Task/squares/train/b/290.jpg,1,2
/home/fang/Square_Task/squares/train/b/295.jpg,1,3
/home/fang/Square_Task/squares/train/a/10.jpg,0,0
/home/fang/Square_Task/squares/train/a/366.jpg,0,1
/home/fang/Square_Task/squares/train/b/340.png,1,2
/home/fang/Square_Task/squares/train/b/445.jpg,1,3
/home/fang/Square_Task/squares/train/c/22.bmp,2,0
/home/fang/Square_Task/squares/train/b/393.png,1,1
/home/fang/Square_Task/squares/train/c/21.jpg,2,2
/home/fang/Square_Task/squares/train/a/458.jpg,0,3
/home/fang/Square_Task/squares/train/c/82.png,2,0
/home/fang/Square_Task/squares/train/c/481.jpg,2,1
/home/fang/Square_Task/squares/train/c/75.jpg,2,2
/home/fang/Square_Task/squares/train/c/442.jpg,2,3
/home/fang/Square_Task/squares/train/a/419.png,0,0
/home/fang/Square_Task/squares/train/c/144.bmp,2,1
/home/fang/Square_Task/squares/train/c/163.jpg,2,2
/home/fang/Square_Task/squares/train/a/141.jpg,0,3
/home/fang/Square_Task/squares/train/c/453.jpg,2,0
/home/fang/Square_Task/squares/train/b/313.bmp,1,1
/home/fang/Square_Task/squares/train/b/279.png,1,2
/home/fang/Square_Task/squares/train/b/151.png,1,3
/home/fang/Square_Task/squares/train/a/134.bmp,0,0
/home/fang/Square_Task/squares/train/a/399.jpg,0,1
/home/fang/Square_Task/squares/train/a/184.bmp,0,2
/home/fang/Square_Task/squares/train/a/17.jpg,0,3
/home/fang/Square_Task/squares/train/c/370.bmp,2,0
/home/fang/Square_Task/squares/train/a/447.bmp,0,1
/home/fang/Square_Task/squares/train/b/251.png,1,2
/home/fang/Square_Task/squares/train/b/49.bmp,1,3
/home/fang/Square_Task/squares/train/a/466.png,0,0
/home/fang/Square_Task/squares/train/a/365.png,0,1
/home/fang/Square_Task/squares/train/c/104.png,2,2
/home/fang/Square_Task/squares/train/a/24.bmp,0,3
/home/fang/Square_Task/squares/train/c/463.bmp,2,0
/home/fang/Square_Task/squares/train/c/430.png,2,1
/home/fang/Square_Task/squares/train/a/295.jpg,0,2
/home/fang/Square_Task/squares/train/b/63.bmp,1,3
